Stock;Country;Year;CatchCategory;ReportingCategory;CATONRaisedOrImported;MisreportedArea;Area;Season;SeasonType;Fleet;CATON;Effort;UnitEffort;OfficialLandings;SampledOrEstimated;SampledCatch;No. of Length Samples;No. of Length Measured;No. of Age Samples;No. Age Readings
hom.27.3a4bc7d;Denmark;2000;Landings;Reported;Imported_Data; ;27.4.b;1;Quarter;All;4000;-9;NA;4000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2000;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;All;2647000;-9;NA;2647000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Germany;2000;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;All;2297003;-9;NA;2297000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Ireland;2000;Landings;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;All;71000;-9;NA;71000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Netherlands;2000;Landings;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;All;0;-9;NA;710000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Norway;2000;Landings;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;All;64000;-9;NA;64000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2000;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;All;19;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2000;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;All;87;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2000;Landings;Reported;Imported_Data; ;27.4.b;2;Quarter;All;89000;-9;NA;89000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2000;Landings;Reported;Imported_Data; ;27.4.c;2;Quarter;All;3000;-9;NA;3000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Germany;2000;Landings;Reported;Imported_Data; ;27.4.b;2;Quarter;All;1618;-9;NA;2000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Germany;2000;Landings;Reported;Imported_Data; ;27.4.c;2;Quarter;All;200093;-9;NA;200000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Netherlands;2000;Landings;Reported;Imported_Data; ;27.4.b;2;Quarter;All;0;-9;NA;13000;Estimated_Distribution;0;0;0;0;0
