Stock,Country,Year,CatchCategory,ReportingCategory,CATONRaisedOrImported,MisreportedArea,Area,Season,SeasonType,Fleet,CATON,Effort,UnitEffort,OfficialLandings,SampledOrEstimated,Sex,AgeOrLength,AgeOrLengthType,CANUM,WECA,LECA,SampledCatch,No. of Length Samples,No. of Length Measured,No. of Age Samples,No. Age Readings
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,1,Age,2198177.9,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,2,Age,3937553.91,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,3,Age,1057073.41,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,4,Age,2624559.83,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,5,Age,363478.46,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,6,Age,55234.6,189,275,0,0,0,0,0
hom.27.3a4bc7d,UK (England),2018,Landings,"All - reported, nonreported and misreported",Imported_Data, ,27.7.d,1,Quarter,HM-ALL,1184205,-9,NA,,Estimated_Distribution,Undetermined,7,Age,56960,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,0,Age,384.15,27,150.5,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,1,Age,32235.6,61,195.1,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,2,Age,57743.01,93,221.9,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,3,Age,15501.65,131,246.7,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,4,Age,38488.36,147,255.8,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,5,Age,5330.3,170,267.8,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,6,Age,810,189,275,17,12,56,0,0
hom.27.3a4bc7d,UK(Scotland),2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,1,Quarter,OTB_DEF_>=120_0_0_all,17366,-9,kWd,,Estimated_Distribution,Undetermined,7,Age,835.3,201,280.4,17,12,56,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,0,Age,13.6,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,1,Age,1141.59,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,2,Age,2044.91,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,3,Age,548.98,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,4,Age,1363.03,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,5,Age,188.77,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,6,Age,28.69,189,275,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,TrawlPlus,615,325348,kWd,1000,Estimated_Distribution,Undetermined,7,Age,29.58,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,0,Age,0.02,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,1,Age,1.86,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,2,Age,3.33,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,3,Age,0.89,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,4,Age,2.22,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,5,Age,0.31,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,6,Age,0.05,189,275,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,GTR_DEF_all_0_0_all,1,17194,kWd,0,Estimated_Distribution,Undetermined,7,Age,0.05,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,0,Age,123.06,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,1,Age,10326.31,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,2,Age,18497.31,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,3,Age,4965.78,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,4,Age,12329.31,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,5,Age,1707.5,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,6,Age,259.47,189,275,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,TrawlPlus,5563,257621,kWd,6000,Estimated_Distribution,Undetermined,7,Age,267.58,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,0,Age,181.41,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,1,Age,15223.09,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,2,Age,27268.83,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,3,Age,7320.57,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,4,Age,18175.92,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,5,Age,2517.21,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,6,Age,382.52,189,275,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2018,Landings,Reported,Imported_Data, ,27.7.d,2,Quarter,TrawlPlus,8201,302156,kWd,8000,Estimated_Distribution,Undetermined,7,Age,394.47,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,0,Age,2.63,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,1,Age,220.89,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,2,Age,395.68,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,3,Age,106.22,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,4,Age,263.74,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,5,Age,36.53,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,6,Age,5.55,189,275,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,119,-9,NA,119,Estimated_Distribution,Undetermined,7,Age,5.72,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,0,Age,0.22,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,1,Age,18.56,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,2,Age,33.25,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,3,Age,8.93,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,4,Age,22.16,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,5,Age,3.07,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,6,Age,0.47,189,275,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,10,-9,NA,10,Estimated_Distribution,Undetermined,7,Age,0.48,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,0,Age,0.15,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,1,Age,12.99,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,2,Age,23.28,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,3,Age,6.25,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,4,Age,15.51,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,5,Age,2.15,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,6,Age,0.33,189,275,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Landings,Reported,Imported_Data, ,27.3.a.nshm,2,Quarter,OTM_SPF_32-69_0_0_all,7,-9,NA,7,Estimated_Distribution,Undetermined,7,Age,0.34,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,0,Age,7.32,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,1,Age,614.42,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,2,Age,1100.6,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,3,Age,295.47,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,4,Age,733.6,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,5,Age,101.6,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,6,Age,15.44,189,275,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.a.nshm,2,Quarter,MIS_MIS_0_0_0_HC,331,-9,NA,331,Estimated_Distribution,Undetermined,7,Age,15.92,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,0,Age,2.59,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,1,Age,217.18,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,2,Age,389.03,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,3,Age,104.44,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,4,Age,259.31,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,5,Age,35.91,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,6,Age,5.46,189,275,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2018,Discards,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0_HC,117,-9,NA,117,Estimated_Distribution,Undetermined,7,Age,5.63,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,0,Age,8.01,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,1,Age,671.96,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,2,Age,1203.67,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,3,Age,323.14,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,4,Age,802.3,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,5,Age,111.11,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,6,Age,16.88,189,275,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,MIS_MIS_0_0_0,362,132071,kWd,,Estimated_Distribution,Undetermined,7,Age,17.41,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,0,Age,0.64,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,1,Age,53.83,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,2,Age,96.43,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,3,Age,25.89,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,4,Age,64.27,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,5,Age,8.9,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,6,Age,1.35,189,275,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.b,2,Quarter,SSC_DEF_70-99_0_0_all,29.72,2574,kWd,,Estimated_Distribution,Undetermined,7,Age,1.39,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,0,Age,375.53,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,1,Age,31511.66,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,2,Age,56446.24,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,3,Age,15153.52,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,4,Age,37624,147,255.8,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,5,Age,5210.59,170,267.8,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,6,Age,791.81,189,275,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,MIS_MIS_0_0_0,16976.31,114172,kWd,,Estimated_Distribution,Undetermined,7,Age,816.54,201,280.4,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,OTB_DEF_70-99_0_0,31287.21,66198,kWd,,Estimated_Distribution,Undetermined,0,Age,692.1,27,150.5,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,OTB_DEF_70-99_0_0,31287.21,66198,kWd,,Estimated_Distribution,Undetermined,1,Age,58076.42,61,195.1,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,OTB_DEF_70-99_0_0,31287.21,66198,kWd,,Estimated_Distribution,Undetermined,2,Age,104031.18,93,221.9,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,OTB_DEF_70-99_0_0,31287.21,66198,kWd,,Estimated_Distribution,Undetermined,3,Age,27928.15,131,246.7,0,0,0,0,0
hom.27.3a4bc7d,France,2018,Landings,Reported,Imported_Data, ,27.4.c,2,Quarter,OTB_DEF_70-99_0_0,31287.21,66198,kWd,,Estimated_Distribution,Undetermined,4,Age,69341.54,147,255.8,0,0,0,0,0
