"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2017,20.4037198002072,24.0864331613721,23.7504401998283,27.885227970074,25.3027898501554,26.6666666666667,40,20.5,1.0504996601462
