"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2016,18.8988350670148,21.1608913174094,20.8427888175999,23.8889374048346,24.1741263002611,26.6666666666667,40,20.5,1.14239641126897
