HI,NL,2020,Quarter,1,OTM_SPF_32-69_0_0_all,Div,27.4.c,NA,Kwd,30370,NA,,,,,,,,,,,,
HI,NL,2020,Quarter,1,OTM_SPF_32-69_0_0_all,Div,27.7.d,NA,Kwd,33547,NA,,,,,,,,,,,,
HI,NL,2020,Quarter,3,OTM_SPF_32-69_0_0_all,Div,27.4.b,NA,Kwd,183233,NA,,,,,,,,,,,,
HI,NL,2020,Quarter,4,OTM_SPF_32-69_0_0_all,Div,27.4.c,NA,Kwd,58237,NA,,,,,,,,,,,,
HI,NL,2020,Quarter,4,OTM_SPF_32-69_0_0_all,Div,27.7.d,NA,Kwd,646955,NA,,,,,,,,,,,,
SI,NL,2020,Quarter,1,OTM_SPF_32-69_0_0_all,Div,27.4.c,NA,HOM,NA,D,R,NA,NA,O,NA,kg,0,-9,-9,No particulars,,No particulars
SI,NL,2020,Quarter,1,OTM_SPF_32-69_0_0_all,Div,27.7.d,NA,HOM,NA,D,R,NA,NA,O,NA,kg,0,-9,-9,No particulars,,No particulars
SI,NL,2020,Quarter,3,OTM_SPF_32-69_0_0_all,Div,27.4.b,NA,HOM,NA,D,R,NA,NA,O,NA,kg,0,-9,-9,No particulars,,No particulars
SI,NL,2020,Quarter,4,OTM_SPF_32-69_0_0_all,Div,27.4.c,NA,HOM,NA,D,R,NA,NA,O,NA,kg,0,-9,-9,No particulars,,No particulars
SI,NL,2020,Quarter,4,OTM_SPF_32-69_0_0_all,Div,27.7.d,NA,HOM,NA,D,R,NA,NA,O,NA,kg,0,-9,-9,No particulars,,No particulars
