Country,3A_CODE,spp,Quarter,Month,DIV,SR,Catch_kg
SP,JAX,Trachurus spp,4,11,27.8.a,23E6,199.28
SP,JAX,Trachurus spp,4,11,27.8.b,,1823.49
SP,JAX,Trachurus spp,4,11,27.8.b,15E8,112927.1
SP,JAX,Trachurus spp,4,11,27.8.b,16E8,510068.67
SP,JAX,Trachurus spp,4,11,27.8.b,17E8,361
SP,JAX,Trachurus spp,4,11,27.8.b,18E7,11.14
SP,JAX,Trachurus spp,4,11,27.8.b,18E8,1600.55
SP,JAX,Trachurus spp,4,11,27.8.b,19E7,244.75
SP,JAX,Trachurus spp,4,11,27.8.b,19E8,429.49
SP,JAX,Trachurus spp,4,11,27.8.b,20E7,103
SP,JAX,Trachurus spp,4,11,27.8.c,,33661.48
SP,JAX,Trachurus spp,4,11,27.8.c,15E0,149709.75
SP,JAX,Trachurus spp,4,11,27.8.c,15E1,411533
SP,JAX,Trachurus spp,4,11,27.8.c,15E5,4706.97
SP,JAX,Trachurus spp,4,11,27.8.c,15E6,23333.65
SP,JAX,Trachurus spp,4,11,27.8.c,15E7,136548.33
SP,JAX,Trachurus spp,4,11,27.8.c,16E0,998
SP,JAX,Trachurus spp,4,11,27.8.c,16E1,342190.9
SP,JAX,Trachurus spp,4,11,27.8.c,16E2,132290.03
SP,JAX,Trachurus spp,4,11,27.8.c,16E3,830.97
SP,JAX,Trachurus spp,4,11,27.8.c,16E4,61473.7
SP,JAX,Trachurus spp,4,11,27.8.c,16E5,9966.33
SP,JAX,Trachurus spp,4,11,27.8.c,16E6,33930.38
SP,JAX,Trachurus spp,4,11,27.8.c,16E7,177638.91
SP,JAX,Trachurus spp,4,11,27.8.c,17E2,135.2
SP,JAX,Trachurus spp,4,11,27.8.c,17E7,15254.36
SP,JAX,Trachurus spp,4,11,27.9.a,,47737.88
SP,JAX,Trachurus spp,4,11,27.9.a,01E2,244
SP,JAX,Trachurus spp,4,11,27.9.a,01E3,13260.61
SP,JAX,Trachurus spp,4,11,27.9.a,01E4,3270.05
SP,JAX,Trachurus spp,4,11,27.9.a,02E2,9823.23
SP,JAX,Trachurus spp,4,11,27.9.a,02E3,6968
SP,JAX,Trachurus spp,4,11,27.9.a,03E2,7207.57
SP,JAX,Trachurus spp,4,11,27.9.a,03E3,961.51
SP,JAX,Trachurus spp,4,11,27.9.a,06D9,45.71
SP,JAX,Trachurus spp,4,11,27.9.a,06E0,92
SP,JAX,Trachurus spp,4,11,27.9.a,07E0,92.38
SP,JAX,Trachurus spp,4,11,27.9.a,09E0,625.75
SP,JAX,Trachurus spp,4,11,27.9.a,10E0,97.12
SP,JAX,Trachurus spp,4,11,27.9.a,11E0,149.54
SP,JAX,Trachurus spp,4,11,27.9.a,12E0,2061
SP,JAX,Trachurus spp,4,11,27.9.a,12E1,25727
SP,JAX,Trachurus spp,4,11,27.9.a,13E0,144953.47
SP,JAX,Trachurus spp,4,11,27.9.a,13E1,245009.95
SP,JAX,Trachurus spp,4,11,27.9.a,14E0,504493.38
SP,JAX,Trachurus spp,4,11,27.9.a,14E1,15107
SP,JAX,Trachurus spp,4,12,27.8.a,21E5,2432.69
SP,JAX,Trachurus spp,4,12,27.8.a,21E6,8348
SP,JAX,Trachurus spp,4,12,27.8.a,22E5,2288.96
SP,JAX,Trachurus spp,4,12,27.8.a,22E6,1264
SP,JAX,Trachurus spp,4,12,27.8.a,23E4,268.51
SP,JAX,Trachurus spp,4,12,27.8.a,23E5,4968.6
SP,JAX,Trachurus spp,4,12,27.8.a,23E6,1581.74
SP,JAX,Trachurus spp,4,12,27.8.b,,113.8
SP,JAX,Trachurus spp,4,12,27.8.b,15E8,18562.4
SP,JAX,Trachurus spp,4,12,27.8.b,16E8,808
SP,JAX,Trachurus spp,4,12,27.8.b,17E8,10.25
SP,JAX,Trachurus spp,4,12,27.8.b,19E7,40.75
SP,JAX,Trachurus spp,4,12,27.8.b,20E7,19
SP,JAX,Trachurus spp,4,12,27.8.c,,7376.42
SP,JAX,Trachurus spp,4,12,27.8.c,15E0,15494.25
SP,JAX,Trachurus spp,4,12,27.8.c,15E1,224467.75
SP,JAX,Trachurus spp,4,12,27.8.c,15E5,12271.64
SP,JAX,Trachurus spp,4,12,27.8.c,15E6,3705.2
SP,JAX,Trachurus spp,4,12,27.8.c,15E7,166880.7
SP,JAX,Trachurus spp,4,12,27.8.c,16E1,34778.35
SP,JAX,Trachurus spp,4,12,27.8.c,16E2,26971.1
SP,JAX,Trachurus spp,4,12,27.8.c,16E3,2306.65
SP,JAX,Trachurus spp,4,12,27.8.c,16E4,6073.95
SP,JAX,Trachurus spp,4,12,27.8.c,16E5,5567.48
SP,JAX,Trachurus spp,4,12,27.8.c,16E6,65956.1
SP,JAX,Trachurus spp,4,12,27.8.c,16E7,8301.12
SP,JAX,Trachurus spp,4,12,27.8.c,17E1,452.8
SP,JAX,Trachurus spp,4,12,27.8.c,17E7,15363.82
SP,JAX,Trachurus spp,4,12,27.9.a,,30821.31
SP,JAX,Trachurus spp,4,12,27.9.a,01E3,1461.81
SP,JAX,Trachurus spp,4,12,27.9.a,02E0,77.35
SP,JAX,Trachurus spp,4,12,27.9.a,02E2,14121.43
SP,JAX,Trachurus spp,4,12,27.9.a,02E3,3117.97
SP,JAX,Trachurus spp,4,12,27.9.a,03E2,2680.57
SP,JAX,Trachurus spp,4,12,27.9.a,03E3,377.16
SP,JAX,Trachurus spp,4,12,27.9.a,07E0,63.27
SP,JAX,Trachurus spp,4,12,27.9.a,08E0,45.71
SP,JAX,Trachurus spp,4,12,27.9.a,09E0,327.02
SP,JAX,Trachurus spp,4,12,27.9.a,10E0,82
SP,JAX,Trachurus spp,4,12,27.9.a,12E1,990
SP,JAX,Trachurus spp,4,12,27.9.a,13E0,42974.2
SP,JAX,Trachurus spp,4,12,27.9.a,13E1,96093.75
SP,JAX,Trachurus spp,4,12,27.9.a,14E0,23555.84
SP,JAX,Trachurus spp,4,12,27.9.a,14E1,2100.8
