HI,ES,2020,Quarter,4,GNS_DEF_>=100_0_0,Div,27.8.c,NA,kWd,24717.77,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2020,Quarter,4,GNS_DEF_>=100_0_0,Div,27.8.c,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,haul,NA,NA,,,,,,,,,
HI,ES,2020,Quarter,3,GNS_DEF_80-99_0_0,Div,27.8.c,NA,kWd,120895.54,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2020,Quarter,3,GNS_DEF_80-99_0_0,Div,27.8.c,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,haul,NA,NA,,,,,,,,,
HI,ES,2020,Quarter,4,GNS_DEF_80-99_0_0,Div,27.8.c,NA,kWd,207929.6,NA,,,,,,,,,,,,,,,,,,,,,
SD,ES,2020,Quarter,4,GNS_DEF_80-99_0_0,Div,27.8.c,NA,HOM,NA,D,R,N,lngt,43,-9,100,8,1,-9,-9,kg,k,cm,cm,NA,0.392,0.7025,-9,-9,-9,-9
SI,ES,2020,Quarter,4,GNS_DEF_80-99_0_0,Div,27.8.c,NA,HOM,NA,D,R,NA,NA,O,NA,t,0.276,-9,-9,haul,NA,NA,,,,,,,,,
HI,ES,2020,Quarter,3,OTB_DEF_>=55_0_0,Div,27.8.c,NA,kWd,579831.73,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2020,Quarter,3,OTB_DEF_>=55_0_0,Div,27.8.c,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,haul,NA,NA,,,,,,,,,
HI,ES,2020,Quarter,4,OTB_DEF_>=55_0_0,Div,27.8.c,NA,kWd,554529.64,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2020,Quarter,4,OTB_DEF_>=55_0_0,Div,27.8.c,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,haul,NA,NA,,,,,,,,,
HI,ES,2020,Quarter,3,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,kWd,-9,NA,,,,,,,,,,,,,,,,,,,,,
SD,ES,2020,Quarter,3,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,35,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.188,0.381,-9,-9,-9,-9
SD,ES,2020,Quarter,3,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,36,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.76,0.4143,-9,-9,-9,-9
SD,ES,2020,Quarter,3,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,37,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.831,0.4494,-9,-9,-9,-9
SD,ES,2020,Quarter,3,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,38,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.241,0.4864,-9,-9,-9,-9
SI,ES,2020,Quarter,3,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,NA,NA,O,NA,t,0.877,-9,-9,haul,NA,NA,,,,,,,,,
HI,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,kWd,-9,NA,,,,,,,,,,,,,,,,,,,,,
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,26,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.084,0.158,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,27,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.16,0.1767,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,28,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.84,0.1967,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,29,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.849,0.2182,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,30,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,2.63,0.2413,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,31,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.296,0.2659,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,32,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.163,0.2921,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,33,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.859,0.32,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,34,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.952,0.3496,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,35,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.72,0.381,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,36,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,1.608,0.4143,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,37,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.761,0.4494,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,38,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.777,0.4864,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,39,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.487,0.5255,-9,-9,-9,-9
SD,ES,2020,Quarter,4,OTB_DEF_70-99_0_0,SubDiv,27.6.b.2,NA,HOM,NA,D,R,N,lngt,40,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.078,0.5665,-9,-9,-9,-9
