"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2018,19.3348964088145,23.2296620530805,22.7242968696679,27.2609130559767,24.5011723066109,26.6666666666667,40,20.5,1.05473649382522
