"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2017,20.1340554840832,23.3870800057068,22.1526675951606,26.6330473500926,25.1005416130624,26.6666666666667,40,20.5,1.07326530746624
