"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2019,18.00295604886,22.4890498053551,22.0611946913167,26.7679903584547,23.502217036645,26.6666666666667,40,20.5,1.0450515802161
