"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2019,33.1699618111347,36.1413052800002,29.1644271126879,37.4877582759338,34.877471358351,26.6666666666667,40,20.5,0.965030761566088
