"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2018,17.8544058684572,22.314721889526,21.8265130601001,26.1577118599027,23.3908044013429,26.6666666666667,40,20.5,1.04822298557626
