"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2018,30.4326047472506,33.6086914681371,27.3387490425951,35.1734345509008,32.8244535604379,26.6666666666667,40,20.5,0.976665622092349
