"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2018,30.8299043243444,33.6194456495417,32.8509850250902,36.7776042165937,33.1224282432583,26.6666666666667,40,20.5,0.98521637116018
