"FR.CGFS","NS.IBTS","Year","pond_ave"
8565.71036666667,973.34375,1992,2795.511738
1871.23893846154,870.616,1993,1110.76550523077
6952.04210227273,866.581632653061,1994,2327.09214536178
7621.866,1135.74545454545,1995,2692.41438545455
3852.63030357143,1535.23529411765,1996,2091.41009638655
3746.28545882353,449.269230769231,1997,1240.55312550226
2532.19905,263.495238095238,1998,807.984152952381
2811.17964583333,303.385826771654,1999,905.256343346457
813.004621052632,847.798507462687,2000,839.447974724273
3070.36573786408,400.24,2001,1041.07017708738
1086.35108510638,778.289256198347,2002,852.224095136276
984.259717391304,467.639344262295,2003,591.628233813257
1994.17093181818,285.508064516129,2004,695.587152668622
3724.24085436893,546.785714285714,2005,1309.37494790569
4686.81914705882,347.015873015873,2006,1388.56865878618
2682.56840860215,56.3931623931624,2007,686.67522148332
705.106979591837,203.52,2008,323.900875102041
499.96187755102,96.5892857142857,2009,193.398707755102
1027.15617647059,167.37962962963,2010,373.72600087146
1341.13636633663,180.221238938053,2011,458.840869513712
393.563711111111,299.720720720721,2012,322.243038414414
1069.66658241758,138.534653465347,2013,362.006316413883
2528.68343010753,61.8108108108108,2014,653.860239442023
3596.13698630137,152.203389830508,2015,978.747452983515
3176.87671232877,415.524193548387,2016,1078.24879805568
557.257575757576,166.723214285714,2017,260.451461038961
816.232876712329,60.6186440677966,2018,241.966059902484
731.323076923077,285.418803418803,2019,392.435829059829
1036.01694915254,268.931623931624,2020,453.032101984644
