Stock;Country;Year;CatchCategory;ReportingCategory;CATONRaisedOrImported;MisreportedArea;Area;Season;SeasonType;Fleet;CATON;Effort;UnitEffort;OfficialLandings;SampledOrEstimated;SampledCatch;No. of Length Samples;No. of Length Measured;No. of Age Samples;No. Age Readings
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;TrawlPlus;3;177750;kWd;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;TrawlPlus;18436;1266505;kWd;18000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Discards;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;MIS_MIS_0_0_0_HC;236;-9;NA;236;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.a.nshm;1;Quarter;MIS_MIS_0_0_0_HC;29;-9;NA;29;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Discards;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;MIS_MIS_0_0_0_HC;281;-9;NA;281;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.a.nshm;1;Quarter;MIS_MIS_0_0_0_HC;50;-9;NA;50;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;BMS landing;Reported;Imported_Data; ;27.4.b;1;Quarter;MIS_MIS_0_0_0_HC;0;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Discards;Reported;Imported_Data; ;27.4.b;1;Quarter;MIS_MIS_0_0_0_HC;45;-9;NA;45;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Discards;Reported;Imported_Data; ;27.4.c;1;Quarter;MIS_MIS_0_0_0_HC;0;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Faroe Islands;2017;Landings;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;All;4000;-9;NA;4000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Discards;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;OTB_DEF_>=120_0_0_all;16899.22;1021660;kWd;;Estimated_Distribution;0;27;191;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;OTB_DEF_70-99_0_0;1648.26;121749;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;SSC_DEF_All_0_0_All;1001.36;31399;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;GTR_DEF_90-99_0_0_all;20.8;322387;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;MIS_MIS_0_0_0_HC;932.88;4062181;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Discards;Reported;Imported_Data; ;27.7.d;1;Quarter;OTB_DEF_100-119_0_0;8.44;4156;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Discards;Reported;Imported_Data; ;27.7.d;1;Quarter;OTB_DEF_70-99_0_0;82547.77;1695699;kWd;;Estimated_Distribution;0;27;102;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;OTB_DEF_70-99_0_0;51366.01;1695699;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;OTB_DEF_All_0_0_All;433.7;83633;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;OTM_SPF_32-69_0_0_all;100;104641;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;France;2017;Discards;Reported;Imported_Data; ;27.7.d;1;Quarter;SSC_DEF_All_0_0_All;6286.15;250545;kWd;;Estimated_Distribution;0;8;74;0;0
hom.27.3a4bc7d;France;2017;Landings;Reported;Imported_Data; ;27.7.d;1;Quarter;SSC_DEF_All_0_0_All;18279.1;250545;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Germany;2017;Landings;Reported;Imported_Data; ;27.4.a.nshm;1;Quarter;OTM_SPF_32-69_0_0_all;3000;-9;NA;3000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Netherlands;2017;Landings;Reported;Imported_Data; ;27.4.b;1;Quarter;OTM_SPF_32-69_0_0_all;61131;4818;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Netherlands;2017;Landings;Reported;Imported_Data; ;27.4.c;1;Quarter;OTM_SPF_32-69_0_0_all;2170;5879;kWd;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Sweden;2017;Landings;Reported;Imported_Data; ;27.3.a.nshm;1;Quarter;HM-ALL;22;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Sweden;2017;Discards;Reported;Imported_Data; ;27.3.a.nshm;1;Quarter;OTB_CRU_32-69_2_22_all;12;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.a.nshm;1;Quarter;HM-ALL;4380;-9;NA;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2017;Discards;All - reported; nonreported and misreported;Imported_Data;27.4.b;1;Quarter;HM-ALL;70;-9;NA;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.b;1;Quarter;HM-ALL;10;-9;NA;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.c;1;Quarter;HM-ALL;1880;-9;NA;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;UK (England);2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.7.d;1;Quarter;HM-ALL;1625740;-9;NA;;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.4.b;2;Quarter;TrawlPlus;539;277231;kWd;1000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.4.c;2;Quarter;OTB;38;2873;kWd;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.4.c;2;Quarter;OTB_CRU_70-99_0_0_all;61;28802;kWd;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.4.c;2;Quarter;TrawlPlus;15515;333026;kWd;16000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Belgium;2017;Landings;Reported;Imported_Data; ;27.7.d;2;Quarter;TrawlPlus;4142;164764;kWd;4000;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Discards;Reported;Imported_Data; ;27.4.a.nshm;2;Quarter;MIS_MIS_0_0_0_HC;0;-9;NA;0;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.a.nshm;2;Quarter;MIS_MIS_0_0_0_HC;12;-9;NA;12;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Landings;All - reported; nonreported and misreported;Imported_Data;27.4.a.nshm;2;Quarter;MIS_MIS_0_0_0_IBC;10582;-9;NA;10582;Estimated_Distribution;0;0;0;0;0
hom.27.3a4bc7d;Denmark;2017;Discards;Reported;Imported_Data; ;27.4.a.nshm;2;Quarter;MIS_MIS_0_0_0_HC;0;-9;NA;0;Estimated_Distribution;0;0;0;0;0
