"indexA","indexB","indexRatioAB","capApplied","cap","advicedCatch","discardRate","ratio_F_FMSY","bufferApplied","buffer","catchAdvice","projectedLandings","adviceChange"
201.145892563027,256.175775219725,0.785187016182549,1,0.8,14014,0.0165185022215784,0.92738542475258,1,0.8,8969,8821,-36
