Number at Age

	Season	Q1		Q2		Q3		Q4		Year 2024
	Sex	Undetermined		Undetermined		Undetermined		Undetermined		Undetermined
	Age	Number		Number		Number		Number		Number
	0	847191.403		2188467.332		21062659.167		4222476.501		52244.184
	1	1462808.817		1655480.780		153860.058		593512.663		61799.747
	2	928996.755		1648019.371		558399.701		339412.925		141457.859
	3	2936585.510		4825854.335		1298022.954		3505840.867		785689.285
	4	420093.172		636493.031		173812.004		754332.929		614826.906
	5	56249.624		56517.866		15126.578		48371.065		102703.647
	6	4360.992		11027.879		3309.024		37.121		57815.909
	7	170.220		190.286		623.776		18.005		39319.295
	8	83.186		156.714		31.143		13.531		17847.412
	9	48.108		0.000		0.000		5.304		6235.866
	10	0.000		0.000		0.000		0.000		650.116
	11	4.861		0.000		0.000		0.000		277.377
	12	0.000		0.000		0.000		0.000		0.000
	13	0.000		0.000		0.000		0.000		9.317
	15	0.000		0.000		0.000		0.000		119.724
