Number at Age

	Season	Q1		Q2		Q3		Q4
	Sex	Undetermined		Undetermined		Undetermined		Undetermined
	Age	Number		Number		Number		Number
	0	8079580.898		8052664.834		59084001.270		77582379.802
	1	277272407.038		92765866.477		22845698.925		278923419.639
	2	413365469.001		342707963.792		58831221.496		215502670.302
	3	3563544145.480		2787177111.313		139598481.667		759333885.537
	4	3302079861.043		2941328237.881		208735998.483		436266702.045
	5	672226852.339		838213807.504		54207945.243		97949408.513
	6	308326867.928		285715210.001		11195419.672		22817132.098
	7	145395545.746		180022166.385		15073436.716		18427697.276
	8	120775926.374		131917751.959		450.280		9680698.232
	9	37579424.849		61166023.829		0.000		2072661.087
	10	136956161.325		23700031.056		0.000		973066.222
	11	2622242.088		3986172.302		0.000		0.000
	12	7938386.384		0.000		0.000		0.034
	13	1497850.355		13533.532		0.000		0.000
	14	1997545.398		5179847.608		0.000		0.011
	15	0.000		1703564.498		0.000		0.000
