Stock,Country,Year,CatchCategory,ReportingCategory,CATONRaisedOrImported,MisreportedArea,Area,Season,SeasonType,Fleet,CATON,Effort,UnitEffort,OfficialLandings,SampledOrEstimated,SampledCatch,No. of Length Samples,No. of Length Measured,No. of Age Samples,No. Age Readings
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.4.c,1,Quarter,TrawlPlus,353,148981,kWd,0,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_IBC,0,-9,dop,0,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_IBC,55,-9,dop,55,Estimated_Distribution,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_IBC,0,-9,dop,0,Estimated_Distribution,0,0,0,0,0
