"catchAdvice","discardAdvice","landingsAdvice","averageDiscardRate","discardRate_2018","discardRate_2019","cap","buffer","ratio_F_Fmsy","flagBufferHistoric"
11211.2,188.33736041755,11022.8626395825,0.0167990367148521,0.0179134680035298,0.0156846054261744,0.8,1,1.02547249057845,0
