HI,SE,2020,Quarter,1,FPO_CRU_0_0_0_all,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,1,FPO_CRU_0_0_0_all,SubDiv,27.3.a.nshm,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,1,GNS_DEF_all_0_0_all,Div,27.3.b,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,1,GNS_DEF_all_0_0_all,Div,27.3.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,1,GNS_DEF_all_0_0_all,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,1,GNS_DEF_all_0_0_all,SubDiv,27.3.a.nshm,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,1,HM-ALL,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,1,HM-ALL,SubDiv,27.3.a.nshm,NA,HOM,NA,L,R,NA,H,NA,NA,t,0.016,0.016,-9,Fleet includes all Swedish vessels/gears reporting landings: bms or logbook registered discards of the species in 2020,-9,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,1,OTB_CRU_32-69_2_22_all,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,1,OTB_CRU_32-69_2_22_all,SubDiv,27.3.a.nshm,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,1,OTB_CRU_70-89_2_35_all,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,1,OTB_CRU_70-89_2_35_all,SubDiv,27.3.a.nshm,NA,HOM,NA,D,R,NA,NA,O,NA,t,0.039,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,2,GNS_DEF_all_0_0_all,Div,27.3.b,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,2,GNS_DEF_all_0_0_all,Div,27.3.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,2,HM-ALL,Div,27.4.b,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,2,HM-ALL,Div,27.4.b,NA,HOM,NA,L,R,NA,H,NA,NA,t,0.4,0.4,-9,Fleet includes all Swedish vessels/gears reporting landings: bms or logbook registered discards of the species in 2020,-9,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,2,HM-ALL,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,2,HM-ALL,SubDiv,27.3.a.nshm,NA,HOM,NA,L,R,NA,H,NA,NA,t,0.003,0.003,-9,Fleet includes all Swedish vessels/gears reporting landings: bms or logbook registered discards of the species in 2020,-9,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,2,OTB_CRU_32-69_2_22_all,SubDiv,27.3.a.nshm,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,2,OTB_CRU_32-69_2_22_all,SubDiv,27.3.a.nshm,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,3,GNS_DEF_all_0_0_all,Div,27.3.b,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,3,GNS_DEF_all_0_0_all,Div,27.3.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,3,HM-ALL,Div,27.4.b,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,3,HM-ALL,Div,27.4.b,NA,HOM,NA,L,R,NA,H,NA,NA,t,0.147,0.147,-9,Fleet includes all Swedish vessels/gears reporting landings: bms or logbook registered discards of the species in 2020,-9,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
HI,SE,2020,Quarter,4,GNS_DEF_all_0_0_all,Div,27.3.b,NA,NA,-9,NA,,,,,,,,,,,,
SI,SE,2020,Quarter,4,GNS_DEF_all_0_0_all,Div,27.3.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,0,-9,-9,-9,Swedish onboard observer programme covers demersal trawls in 27.3.a but no shrimp trawls in sd21: pots in sd21:gill nets in sd21 and sd23: demersal trawls and gill nets and longlines in 27.3.d.25 in Q1 and Q2,Sweden has no biological sampling of mackerel (MAC): blue whiting (WHB) or horse mackerel (HOM)
