Blue whiting/whb-2025/bw_2025_preliminary_catch/data/cn.dat auto written
1 2
1981  2025
1  10
1
258000  	348000  	681000  	334000  	548000  	559000  	466000  	634000  	578000  	1460000
148000  	274000  	326000  	548000  	264000  	276000  	266000  	272000  	284000  	673000
2283000  	567000  	270000  	286000  	299000  	304000  	287000  	286000  	225000  	334000
2291000  	2331000  	455000  	260000  	285000  	445000  	262000  	193000  	154000  	255000
1305000  	2044000  	1933000  	303000  	188000  	321000  	257000  	174000  	93000  	259000
650000  	816000  	1862000  	1717000  	393000  	187000  	201000  	198000  	174000  	398000
838000  	578000  	728000  	1897000  	726000  	137000  	105000  	123000  	103000  	195000
425000  	721000  	614000  	683000  	1303000  	618000  	84000  	53000  	33000  	50000
865000  	718000  	1340000  	791000  	837000  	708000  	139000  	50000  	25000  	38000
1611000  	703000  	672000  	753000  	520000  	577000  	299000  	78000  	27000  	95000
266686  	1024468  	513959  	301627  	363204  	258038  	159153  	49431  	5060  	9570
407730  	653838  	1641714  	569094  	217386  	154044  	109580  	79663  	31987  	11706
263184  	305180  	621085  	1571236  	411367  	191241  	107005  	64769  	38118  	17476
306951  	107935  	367962  	389264  	1221919  	281120  	174256  	90429  	79014  	30614
296100  	353949  	421560  	465358  	615994  	800201  	253818  	159797  	59670  	41811
1893453  	534221  	632361  	537280  	323324  	497458  	663133  	232420  	98415  	82521
2131494  	1519327  	904074  	577676  	295671  	251642  	282056  	406910  	104320  	169235
1656926  	4181175  	3541231  	1044897  	383658  	322777  	303058  	264105  	212452  	85513
788200  	1549100  	5820800  	3460600  	412800  	207200  	151200  	153100  	68800  	140500
1814851  	1192657  	3465739  	5014862  	1550063  	513663  	213057  	151429  	58277  	139791
4363690  	4486315  	2962163  	3806520  	2592933  	585666  	170020  	97032  	76624  	66410
1821053  	3232244  	3291844  	2242722  	1824047  	1647122  	344403  	168848  	102576  	142743
3742841  	4073497  	8378955  	4824590  	2035096  	1117179  	400022  	121280  	19701  	27493
2156261  	4426323  	6723748  	6697923  	3044943  	1276412  	649885  	249097  	75415  	36805
1427277  	1518938  	5083550  	5871414  	4450171  	1419089  	518304  	249443  	100374  	55226
412961  	939865  	4206005  	6150696  	3833536  	1718775  	506198  	181181  	67573  	36688
167027  	306898  	1795021  	4210891  	3867367  	2353478  	935541  	320529  	130202  	88573
408790  	179211  	545429  	2917190  	3262956  	1919264  	736051  	315671  	113086  	126637
61125  	156156  	231958  	594624  	1596095  	1156999  	592090  	251529  	88615  	48908
349637  	222975  	160101  	208279  	646380  	992214  	702569  	256604  	70487  	43693
162997.2  	101810.1  	63953.54  	53863.25  	69716.8  	116395.6  	120358.7  	55469.85  	25943.07  	12541.85
239666.7  	351845.3  	663154.6  	141854  	106883.2  	203418.9  	363778.5  	356785.3  	212491.9  	157947
228175.1  	508122.4  	848597.2  	896965.8  	462714.4  	224066.3  	321310.1  	397536.3  	344285.3  	383600.6
588716.6  	584083.6  	2312953  	2019373  	1272862  	416523.4  	386396.1  	462338.7  	526141.4  	662747
2944849  	2852384  	2427329  	2465286  	1518235  	707532.6  	329882  	258743.2  	239163.6  	450045.8
1239331  	3518677  	2933272  	1874011  	1367844  	756823.7  	339850.5  	185368.2  	131038.9  	288635.4
401947.2  	1999011  	7864694  	4063916  	1509651  	777184.9  	263007.4  	110351.4  	63944.5  	149369.1
418780.8  	541040.6  	3572357  	7340084  	2983975  	1022883  	424205.9  	150752.6  	90387.5  	163289.2
249923.4  	433572.6  	1288871  	3778379  	5037323  	1645999  	431924.6  	145915.7  	50622.4  	81356.9
1135859  	834162.2  	1106838  	1797157  	3072708  	3041983  	923391.7  	235330.1  	80439.6  	64535.2
2069387  	830692.2  	1266077  	1214790  	1438769  	1404443  	1360105  	304890.9  	100993.1  	59440.5
1927303  	3265756  	1640425  	1370794  	924112  	746761  	670200.5  	616694.8  	123771.7  	85609.7
486523.4  	4789545  	8518376  	3102660  	1077444  	543403.6  	457653.6  	323730.8  	448034.7  	162480.3
675734.9  	1034024  	7263006  	6891011  	1662877  	628131.2  	358959.2  	262393  	100824.4  	186569.5
895497  	1345920  	3068807  	7463552  	3864524  	802660.5  	370908  	156559.1  	99422.85  	81661.5
