"year","cgfs","ibts","cgfs_low","ibts_low","cgfs_high","ibts_high","all","all_low","all_high"
1992,1989.55153414509,753.768207208031,803.510527004826,379.640613989154,4216.91483833652,1263.08649552907,1371.65987067656,591.575570496989,2740.00066693279
1993,451.236597523228,659.759060544829,204.407105734268,342.461894507688,852.113370074544,1161.77739528792,555.497829034029,273.434500120978,1006.94538268123
1994,1681.28394365293,653.086422398304,798.571901614064,297.780102440277,3251.41174600069,1129.19288093355,1167.18518302562,548.17600202717,2190.30231346712
1995,1803.25297580193,891.709825377736,798.505543321093,248.555799514129,3468.91696579292,1840.73594804558,1347.48140058983,523.530671417611,2654.82645691925
1996,974.807320137824,1133.73261935884,377.624901039228,550.557593742168,1957.37877290339,2024.42283831655,1054.26996974833,464.091247390698,1990.90080560997
1997,918.883397272294,331.269634178957,417.66589911717,140.338675201453,1699.09141883681,648.361852755474,625.076515725625,279.002287159312,1173.72663579614
1998,612.768615231117,198.603974985703,286.101348225434,95.0494458033588,1100.52478102477,365.807654579315,405.68629510841,190.575397014396,733.166217802042
1999,649.534137757181,241.696334865672,307.893977236978,108.106031669963,1243.96344780284,425.170029053934,445.615236311427,208.00000445347,834.566738428389
2000,192.012014330343,655.384583276644,93.6744887551972,343.076371301994,316.252258230078,1242.19489021389,423.698298803493,218.375430028596,779.223574221984
2001,715.055746570719,316.262648672878,345.34754711166,145.82234241019,1277.21482886639,551.628111054161,515.659197621798,245.584944760925,914.421469960277
2002,260.218828725942,592.887668982965,120.123791453523,300.407952548895,430.608831774107,1264.03937181475,426.553248854453,210.265872001209,847.324101794428
2003,256.835502350839,321.36135845233,114.300299041982,159.42153213238,442.997609255054,737.363521033277,289.098430401585,136.860915587181,590.180565144166
2004,487.822788783568,212.441076338909,216.706332500158,99.3957159867708,916.376430873301,388.845168372608,350.131932561239,158.051024243465,652.610799622955
2005,905.954989369339,407.862491667881,450.511481770409,186.134758038765,1674.38260679865,813.063039905136,656.90874051861,318.323119904587,1243.72282335189
2006,1122.98772106657,264.366049474915,543.628007919691,114.787204976475,2174.7029342917,468.652907754597,693.676885270744,329.207606448083,1321.67792102315
2007,640.440249796919,43.209597005912,276.511791669067,16.593535987548,1392.1433002468,73.9980265095366,341.824923401416,146.552663828307,733.07066337817
2008,165.267308333899,161.802602100494,68.3904503811589,88.4105205965523,310.344137276084,410.719491841029,163.534955217197,78.4004854888556,360.531814558557
2009,138.706884073324,57.4528058090621,63.5200196731476,27.449101168814,253.998233467403,142.232541230342,98.0798449411929,45.4845604209808,198.115387348872
2010,286.029456825263,103.598429841018,114.47651166393,44.6695063271397,555.543490413074,237.867702744178,194.813943333141,79.5730089955348,396.705596578626
2011,345.282078703231,120.912869575842,154.439285826205,57.5992155063269,666.497968387777,266.854752749006,233.097474139536,106.019250666266,466.676360568391
2012,100.509805824283,204.387447139552,40.2389700126134,125.218735578195,169.426155743142,654.170124178358,152.448626481918,82.7288527954042,411.79813996075
2013,294.626144531458,81.1912397358465,115.493323779814,31.7314567962382,659.990144219282,195.616001741933,187.908692133652,73.6123902880263,427.803072980607
2014,604.777374917589,47.3032204518191,260.281023260117,16.9645328198975,1322.3371946906,80.8896483897651,326.040297684704,138.622778040008,701.613421540182
2015,751.630559200049,137.426024576328,313.475944359483,60.184658300497,1547.45791829481,248.254490300905,444.528291888189,186.83030132999,897.856204297859
2016,703.423265035028,339.546461357422,282.031349847476,164.668172790128,1305.44132317382,614.800740945038,521.484863196225,223.349761318802,960.12103205943
2017,119.904758551782,147.379146978957,42.6188925332827,74.8723454850957,230.632687664891,366.969182659655,133.64195276537,58.7456190091892,298.800935162273
2018,170.18130767139,56.6197117237691,68.5633500023216,26.5083636605207,331.114644144018,119.068333875757,113.400509697579,47.5358568314212,225.091489009888
2019,158.571015392208,243.720769733845,57.5642165499109,121.923289915282,275.189313396631,583.496091569829,201.145892563027,89.7437532325963,429.34270248323
2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
