"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2018,19.6950663737904,22.965658452497,22.2063603021915,26.1058436864615,24.7712997803428,26.6666666666667,40,20.5,0.927107525892581
