"year","Lc","Lmean","Lsq","L95","Lfm","Lopt","Linf","L50","ratio_F_Fmsy"
2020,20.0277564036319,23.2039412819433,22.6628606643382,25.9741274182064,25.0208173027239,26.6666666666667,40,20.5,1.0783003197045
