HI,UKS,2020,quarter,3,OTB_DEF_>=120_0_0_all,Div,27.6.a,NA,kWd,-9,NA,,,,,,,,,,,,
SI,UKS,2020,quarter,3,OTB_DEF_>=120_0_0_all,Div,27.6.a,NA,HOM,NA,B,R,NA,H,M,NA,t,1.36,1.36,-9,NA,NA,NA
